09/05/2025
33.6684
53.7111
57.6399
82.065
39.7646
44.9526
43.3757
72.8145
40.6072
43.9631
50.4973
35.8882
45.7236
54.6027
51.7046
36.4559
37.546
44.4687
37.7178
36.7709
41.0938
50.746
55.5489
34.8737
35.8552
35.6255
37.5731
47.7185
43.1636
55.8169
54.2662
57.2906
34.107
52.8166
48.1039
68.6943
31.9262
40.8507
42.6109
40.3408
30.8875
34.6197
35.8629
41.7023
28.9859
33.9253
26.0717
28.8588
20.577
25.5362
26.6345
27.6811
20.4594
13.17
15.9041
17.8432
20.7794
20.4594
12.241
12.4406
12.5207
12.848
12.2174
11.2684
11.3354
20.4594
40.2732
35.7941
