09-05-2025
68.1526
51.7327
52.7981
43.9477
49.3843
30.9902
31.7045
50.1602
63.0797
56.0943
47.4119
47.4548
34.5207
29.9200
67.9882
22.6429
51.5987
48.0531
44.3534
32.3978
36.6035
81.4684
75.7935
32.0371
47.1733
37.6791
97.9487
28.2918
88.7730
24.3154
33.6985
54.0376
46.7368
47.3089
30.6140
39.8008
28.8156
76.3282
26.1812
58.1197
43.2390
48.9387
31.4894
32.9457
33.2120
58.6881
50.8243
125.5550
57.1552
47.0929
30.9931
30.1241
59.4680
37.6329
48.9611
37.0003
50.6589
37.3633
15.6624
17.7344
30.3026
31.1120
75.1282
69.9827
26.1504
25.5479
35.3082
24.0733
22.3123
6.6120
17.2219
1.6582
24.1053
23.9452
19.1199
3.9279
29.6153
3.2048
14.1120
26.4106
16.6028
17.9519
10.0000
